ID,col_0,col_1,col_2,col_3,col_4,col_5,y
63,A0,0.2391304347826022,308.5,-0.991821658685834,0.15810276679841895,1699,C1
64,A2,0.4782608695652115,309.2,0.1618197798310635,0.24505928853754938,1554,C1
65,A1,0.6086956521739069,312.1,0.6032130258723112,0.6561264822134387,1462,C1
66,A0,0.5869565217391255,309.5,0.382516402851687,0.16205533596837943,1439,C1
67,A1,0.7717391304347743,311.1,0.4828330496792433,0.7707509881422925,1448,C1
68,A0,0.6195652173912976,311.6,-0.42001677176876356,0.616600790513834,1609,C1
69,A2,0.29347826086956275,308.0,1.074701265961826,0.27667984189723316,1479,C1
70,A1,0.3152173913043441,309.0,-0.27957346621018414,0.3438735177865612,1596,C1
71,A1,0.8804347826086882,312.2,-0.7309983769341876,0.7707509881422925,1656,C1
72,A1,0.6304347826086953,311.3,2.0076460814580996,0.20948616600790512,1268,C1
73,A1,0.5760869565217348,310.3,-0.9516949999548118,0.8577075098814229,1648,C3
74,A1,0.3369565217391255,309.5,1.0446062719135587,0.7984189723320158,1376,C1
75,A1,0.2717391304347814,309.2,1.6966644762926748,0.13438735177865613,1400,C1
76,A1,0.6739130434782581,310.5,1.496031182637562,0.7391304347826086,1389,C1
77,A1,0.8043478260869534,310.7,0.3724847381689319,0.05138339920948616,1433,C1
78,A0,0.4891304347826093,310.5,1.3957145358100058,0.43478260869565216,1375,C1
79,A1,0.6195652173912976,309.7,0.20194643856208588,0.5573122529644269,1468,C1
80,A0,0.21739130434782084,308.2,-0.17925681938262783,0.17391304347826086,1452,C1
81,A1,0.7173913043478208,310.4,-1.8545448214028186,0.3636363636363636,1889,C1
82,A1,0.4891304347826093,309.4,0.3423897441206646,0.20158102766798416,1475,C1
83,A1,0.5760869565217348,310.1,1.0044796131825364,0.5138339920948616,1297,C1
84,A2,0.3152173913043441,308.8,1.1950812421548933,0.6047430830039525,1436,C1
85,A1,0.8804347826086882,312.7,-0.6005867360583647,0.458498023715415,1589,C1
86,A0,0.8478260869565233,311.1,-0.45011176581703016,0.05138339920948616,1594,C1
87,A0,0.9565217391304373,313.5,0.5831496965067996,0.3359683794466403,1470,C1
88,A 1,0.4782608695652115,309.1,0.11166145641728534,0.8221343873517786,1483,C1
89,A1,0.5217391304347814,310.5,-1.082106640830635,0.37549407114624506,1627,C1
90,A1,0.891304347826086,313.0,1.1649862481066267,0.3162055335968379,1393,C1
91,A1,0.7717391304347743,311.4,-1.3128349285340146,0.47826086956521735,1831,C1
92,A1,0.22826086956521152,308.3,-0.1190668312860946,0.0909090909090909,1483,C1
93,A1,0.44565217391303946,309.3,0.8439729782584461,0.458498023715415,1366,C1
94,A1,0.8152173913043441,310.8,1.0546379365963146,0.11857707509881422,1402,C1
95,A1,0.5978260869565162,311.2,1.445872859223784,0.3359683794466403,1430,C1
96,A0,0.4891304347826093,311.1,0.4326747262654651,0.6600790513833992,1452,C1
97,A1,0.7065217391304301,310.2,0.04143980363799563,0.8418972332015809,1457,C1
98,A1,0.5543478260869534,311.8,1.7267594703409421,0.03952569169960474,1367,C1
99,A1,0.3152173913043441,309.1,0.45273805563097663,0.3162055335968379,1467,C1
100,A1,0.6195652173912976,310.9,-1.021916652734101,0.25296442687747034,1679,C1
101,A0,0.21739130434782084,308.0,0.5028963790447548,0.3043478260869565,1403,C1
102,A0,0.5760869565217348,310.7,-0.17925681938262783,0.7391304347826086,1566,C1
103,A0,0.36956521739129755,308.5,-1.3028032638512588,0.1976284584980237,1660,C1
104,A0,0.3260869565217348,309.3,1.7066961409754307,0.7826086956521738,1376,C1
105,A0,0.09782608695651618,307.0,-2.175558091250999,0.6284584980237153,2119,C1
106,A1,0.5652173913043441,309.8,0.252104761975864,0.4624505928853755,1507,C1
107,A1,0.3369565217391255,309.4,0.3223264147551537,0.5573122529644269,1540,C1
108,A1,0.4130434782608674,308.5,0.6834663433343559,0.7509881422924901,1539,C1
109,A1,0.9021739130434767,313.1,-0.16922515469987276,0.2292490118577075,1405,C1
110,A2,0.7826086956521721,312.0,0.20194643856208588,0.7075098814229248,1357,C1
111,A2,0.2608695652173836,308.4,0.9543212897687582,0.35968379446640314,1288,C1
112,A1,0.25,309.2,0.3323580794379088,0.8735177865612648,1390,C1
113,A1,0.6086956521739069,310.8,0.4326747262654651,0.015810276679841896,1517,C1
114,A1,0.5869565217391255,310.4,1.1750179127893825,0.6324110671936758,1234,C1
115,A1,0.8152173913043441,312.3,-0.24947847216191754,0.7826086956521738,1494,C1
116,A1,0.9239130434782581,313.0,0.3022630853896422,0.0,1427,C1
117,A1,0.9021739130434767,312.5,-0.8614100178100111,0.7114624505928854,1710,C1
118,A1,0.3152173913043441,308.9,-1.4532782340925934,0.10276679841897232,1737,C1
119,A2,0.3478260869565162,309.2,0.06150313300350718,0.1541501976284585,1568,C1
120,A1,0.6521739130434767,311.0,-1.8144181626717961,0.7470355731225296,1856,C1
121,A0,0.4347826086956488,310.5,0.21197810324484165,0.07509881422924901,1563,C1
122,A0,0.44565217391303946,309.4,0.7536879961136456,0.13833992094861658,1326,C1
123,A1,0.20652173913043015,308.5,-2.3561280555406,0.5019762845849802,2182,C1
124,A0,0.2391304347826022,309.4,-0.06890850787231645,0.4426877470355731,1482,C1
125,A1,0.8695652173913047,311.6,1.686632811609919,0.7391304347826086,1337,C6
126,A1,0.9130434782608674,312.4,0.3925480675344427,0.7430830039525691,1525,C1
127,A1,0.35869565217391397,309.3,0.6533713492860893,0.10276679841897232,1449,C1
128,A1,0.21739130434782084,308.3,1.5261261766858294,0.043478260869565216,1333,C1
129,A2,0.35869565217391397,309.5,0.10162979173452956,0.1541501976284585,1375,C1
130,A1,0.4347826086956488,310.6,0.5129280437275106,0.4229249011857707,1480,C1
131,A1,0.8804347826086882,312.3,-0.12909849596884967,0.3794466403162055,1540,C1
132,A1,0.7499999999999929,311.8,-1.8244498273545515,0.14229249011857706,1981,C1
133,A1,0.6630434782608603,310.5,0.8439729782584461,0.5177865612648221,1380,C1
134,A2,0.2608695652173836,308.9,0.0915981270517738,0.3438735177865612,1479,C1
135,A1,0.3478260869565162,309.2,-1.9849564622786418,0.450592885375494,1983,C1
136,A1,0.46739130434782794,310.2,0.2721680913413756,0.3201581027667984,1473,C1
137,A1,0.9021739130434767,312.8,-1.2827399344857475,0.05533596837944664,1710,C1
138,A2,0.30434782608695343,308.3,0.20194643856208588,0.7272727272727272,1530,C1
139,A2,0.38043478260869534,309.8,0.8239096488929353,0.6482213438735177,1437,C1
140,A1,0.6956521739130395,310.7,-0.018750184458538297,0.3636363636363636,1532,C1
141,A1,0.4782608695652115,310.3,0.312294750072398,0.3992094861660079,1495,C1
142,A0,0.44565217391303946,309.1,0.8640363076239577,0.27667984189723316,1461,C1
143,A0,0.4999999999999929,310.0,0.21197810324484165,0.7193675889328063,1484,C1
144,A1,0.3152173913043441,307.9,1.496031182637562,0.5494071146245059,1399,C1
145,A1,0.46739130434782794,310.2,0.7035296726998674,0.05928853754940711,1469,C1
146,A1,0.2391304347826022,308.9,0.3524214088034203,0.0,1443,C1
147,A2,0.6195652173912976,310.0,2.800147591395795,0.11857707509881422,1212,C1
148,A1,0.4130434782608674,309.9,-0.33976345430671806,0.849802371541502,1586,C1
149,A1,0.5978260869565162,310.6,0.8840996369894685,0.35968379446640314,1360,C1
150,A1,0.7499999999999929,311.1,0.7035296726998674,0.24110671936758893,1418,C1
151,A0,0.5326086956521721,310.4,-0.43004843645151863,0.3162055335968379,1530,C1
152,A0,0.4130434782608674,308.8,-1.3429299225822813,0.6798418972332015,1725,C1
153,A1,0.3913043478260789,308.9,-1.4231832400443263,0.13043478260869565,1753,C1
154,A1,0.6086956521739069,310.4,-0.5805234066928531,0.17786561264822134,1536,C1
155,A1,0.3913043478260789,310.5,-1.3128349285340146,0.06719367588932806,1717,C1
156,A1,0.7717391304347743,311.2,0.793814654844668,0.608695652173913,1450,C1
157,A0,0.7282608695652115,310.5,0.4728013849964882,0.30039525691699603,1425,C1
158,A1,0.36956521739129755,309.7,1.917361099313299,0.49407114624505927,1293,C1
159,A0,0.9456521739130395,313.0,-1.1824232876581913,0.2608695652173913,1685,C1
160,A1,0.8478260869565233,312.8,-2.496571361099179,0.44664031620553357,2329,C1
161,A1,0.22826086956521152,308.8,-0.5805234066928531,0.5612648221343873,1640,C1
162,A1,0.9021739130434767,312.6,-0.018750184458538297,0.08300395256916995,1540,C1
163,A1,0.5108695652173907,309.1,0.45273805563097663,0.0,1401,C1
164,A1,0.6086956521739069,310.0,-1.32286659321677,0.7865612648221343,1671,C1
165,A1,0.19565217391303946,307.9,-0.16922515469987276,0.6719367588932806,1507,C1
166,A1,0.4239130434782581,308.5,0.12169312110004112,0.5533596837944663,1487,C1
167,A0,0.35869565217391397,309.9,-1.5134682221891271,0.035573122529644265,1818,C1
168,A1,0.4239130434782581,309.1,0.8740679723067134,0.015810276679841896,1387,C1
169,A0,0.09782608695651618,307.2,-0.8915050118582778,0.0,1633,C1
170,A0,0.5434782608695627,311.9,-0.9216000059065448,0.18972332015810275,1677,C1
171,A1,0.8695652173913047,311.6,0.5129280437275106,0.8656126482213438,1301,C6
172,A1,0.25,308.6,1.1047962600100927,0.14624505928853754,1351,C1
173,A1,0.7717391304347743,310.3,-1.6739748571132171,0.6798418972332015,1923,C1
174,A1,0.9021739130434767,312.9,-0.811251694396233,0.20948616600790512,1588,C1
175,A1,0.7173913043478208,310.5,1.5762845000996077,0.8063241106719367,1340,C4
176,A0,0.6630434782608603,310.6,-0.2595101368446733,0.2924901185770751,1464,C1
177,A0,0.5434782608695627,311.4,1.024542942548048,0.43083003952569165,1371,C1
178,A1,0.5326086956521721,309.5,-1.16235995829268,0.5177865612648221,1729,C1
179,A0,0.5652173913043441,309.9,2.3788176747200582,0.49011857707509876,1343,C1
180,A1,0.2608695652173836,309.1,0.21197810324484165,0.2292490118577075,1479,C1
181,A1,0.36956521739129755,309.9,-1.32286659321677,0.15810276679841895,1753,C1
182,A1,0.5869565217391255,310.3,-0.399953442403252,0.05533596837944664,1592,C1
183,A1,0.28260869565216495,308.8,-0.8614100178100111,0.225296442687747,1613,C1
184,A1,0.4999999999999929,309.2,0.4326747262654651,0.8458498023715414,1491,C1
185,A1,0.6739130434782581,310.6,-1.9849564622786418,0.8300395256916996,1998,C1
186,A1,0.4130434782608674,310.3,0.6734346786516008,0.3320158102766798,1459,C1
187,A0,0.8804347826086882,311.5,0.3022630853896422,0.4624505928853755,1483,C1
188,A1,0.2717391304347814,309.2,0.7336246667481341,0.05928853754940711,1372,C1
189,A0,0.7499999999999929,311.4,-0.49023842454805255,0.09486166007905138,1539,C1
190,A2,0.2391304347826022,308.1,-0.17925681938262783,0.4624505928853755,1548,C1
191,A0,0.3913043478260789,309.8,1.0646696012790704,0.45454545454545453,1363,C1
192,A1,0.9565217391304373,313.1,-1.9247664741821078,0.23320158102766797,1969,C1
193,A1,0.8369565217391255,311.3,-1.0720749761478792,0.6205533596837944,1793,C1
194,A1,0.4999999999999929,309.4,0.12169312110004112,0.07905138339920947,1467,C1
195,A0,0.30434782608695343,308.0,0.8840996369894685,0.616600790513834,1374,C1
196,A1,0.5652173913043441,311.6,-0.7510617062996991,0.6640316205533596,1575,C1
197,A0,0.5217391304347814,309.7,0.8439729782584461,0.14229249011857706,1420,C1
198,A1,0.14130434782608603,307.4,-1.2024866170237025,0.691699604743083,1616,C1
199,A2,0.9130434782608674,312.6,-1.2426132757547248,0.6719367588932806,1711,C1
200,A0,0.7826086956521721,310.3,0.9543212897687582,0.43478260869565216,1411,C1
201,A2,0.6304347826086953,311.3,-2.3460963908578445,0.16996047430830039,2207,C1
202,A1,0.44565217391303946,309.0,0.7336246667481341,0.33992094861660077,1404,C1
203,A0,0.5434782608695627,309.5,0.24207309729310825,0.5731225296442687,1448,C1
204,A1,0.5217391304347814,311.7,0.2621364266586198,0.8221343873517786,1503,C1
205,A0,0.5760869565217348,309.5,-0.6005867360583647,0.5691699604743082,1492,C1
206,A2,0.7499999999999929,310.9,0.8439729782584461,0.7312252964426877,1415,C1
207,A1,0.5326086956521721,311.6,0.7336246667481341,0.2608695652173913,1446,C1
208,A2,0.8369565217391255,312.5,-0.20935181343089515,0.6442687747035573,1507,C1
209,A1,0.6956521739130395,311.2,0.24207309729310825,0.44664031620553357,1517,C1
210,A0,0.6304347826086953,311.1,0.06150313300350718,0.6284584980237153,1470,C1
211,A1,0.3260869565217348,307.8,-1.7943548333062846,0.4110671936758893,1906,C1
212,A0,0.46739130434782794,309.4,-1.021916652734101,0.5612648221343873,1605,C1
213,A1,0.22826086956521152,307.9,-0.45011176581703016,0.6877470355731224,1557,C1
214,A1,0.6521739130434767,310.6,0.8038463195274238,0.4110671936758893,1458,C1
215,A0,0.5869565217391255,311.7,0.0013131449069732513,0.0,1532,C1
216,A1,0.3913043478260789,308.7,0.492864714361999,0.2727272727272727,1389,C1
217,A1,0.29347826086956275,309.1,-1.653911527747706,0.48221343873517786,1822,C1
218,A0,0.5978260869565162,310.5,1.0646696012790704,0.5573122529644269,1409,C1
219,A0,0.5869565217391255,310.2,0.4126113968999543,0.11067193675889328,1373,C1
220,A0,0.8369565217391255,311.1,-0.26954180152742907,0.6956521739130435,1526,C1
221,A1,0.5543478260869534,311.7,0.0013131449069732513,0.20158102766798416,1513,C1
222,A 2,0.25,309.6,-0.7911883650307214,0.6126482213438734,1669,C1
223,A1,0.3152173913043441,307.8,1.1348912540583593,0.27667984189723316,1355,C1
224,A1,0.4021739130434767,308.7,-0.10903516660333884,0.07114624505928853,1449,C1
225,A1,0.2391304347826022,308.9,1.0446062719135587,0.06719367588932806,1427,C1
226,A1,0.5217391304347814,311.6,-0.33976345430671806,0.2924901185770751,1530,C1
227,A0,0.36956521739129755,309.8,0.21197810324484165,0.7905138339920948,1570,C1
228,A1,0.03260869565217206,306.2,0.9944479484997806,0.525691699604743,1446,C1
229,A1,0.28260869565216495,307.8,-0.14916182533436123,0.4861660079051383,1538,C1
230,A1,0.5869565217391255,311.9,-0.1190668312860946,0.035573122529644265,1485,C1
231,A0,0.21739130434782084,308.7,-0.5905550713756088,0.08300395256916995,1655,C1
232,A0,0.5217391304347814,309.3,0.3925480675344427,0.07905138339920947,1469,C1
233,A1,0.5217391304347814,309.1,-0.6306817301066312,0.8458498023715414,1551,C1
234,A2,0.5543478260869534,311.5,-1.1021699701961463,0.541501976284585,1662,C1
235,A0,0.7173913043478208,309.7,-0.40998510708600777,0.8063241106719367,1533,C1
236,A0,0.3913043478260789,309.6,0.382516402851687,0.7114624505928854,1434,C1
237,A0,0.4999999999999929,309.5,1.796981123120231,0.23320158102766797,1412,C1
238,A2,0.5108695652173907,309.6,-0.7711250356652106,0.3517786561264822,1629,C1
239,A2,0.5326086956521721,310.3,0.252104761975864,0.0,1408,C1
240,A0,0.4999999999999929,309.5,-2.1956214206165097,0.24505928853754938,2065,C1
241,A1,0.6521739130434767,310.6,0.7637196607964014,0.17786561264822134,1376,C1
242,A1,0.7499999999999929,311.5,0.5630863671412888,0.3438735177865612,1482,C1
243,A1,0.36956521739129755,309.8,-0.8212833590789884,0.8577075098814229,1589,C1
244,A1,0.5543478260869534,309.7,-0.7410300416169433,0.28063241106719367,1584,C1
245,A1,0.7608695652173907,311.0,-0.9015366765410335,0.7509881422924901,1609,C1
246,A1,0.4782608695652115,310.6,-0.8714416824927665,0.5098814229249011,1675,C1
247,A1,0.2391304347826022,308.8,0.5931813611895553,0.592885375494071,1502,C1
248,A1,0.5978260869565162,311.9,0.11166145641728534,0.6758893280632411,1414,C1
249,A0,0.30434782608695343,308.0,-1.0720749761478792,0.13833992094861658,1686,C1
250,A0,0.7934782608695627,311.6,-0.09900350192058306,0.7272727272727272,1518,C1
251,A0,0.3152173913043441,309.3,-2.1354314325199764,0.5691699604743082,2056,C1
252,A0,0.6195652173912976,310.7,-1.0118849880513456,0.5849802371541502,1657,C1
253,A1,0.3260869565217348,308.6,-0.1892884840653836,0.5770750988142292,1447,C1
254,A1,0.5978260869565162,311.9,0.5129280437275106,0.11857707509881422,1486,C1
255,A1,0.25,308.3,-1.2325816110719694,0.05138339920948616,1742,C1
256,A1,0.7499999999999929,311.3,1.556221170734096,0.13833992094861658,1378,C1
257,A1,0.9021739130434767,312.5,1.4157778651755175,0.4980237154150197,1345,C1
258,A0,0.35869565217391397,310.1,0.1919147738793301,0.24110671936758893,1458,C1
259,A2,0.17391304347825098,307.8,-0.21938347811365091,0.4110671936758893,1549,C1
260,A1,0.03260869565217206,306.2,0.252104761975864,0.2292490118577075,1424,C1
261,A1,0.7826086956521721,310.2,-0.5203334185963199,0.592885375494071,1563,C1
262,A2,0.35869565217391397,309.6,-0.6708083888376544,0.37549407114624506,1593,C1
263,A0,0.29347826086956275,307.5,0.5129280437275106,0.37549407114624506,1427,C1
264,A1,0.5326086956521721,310.3,1.2151445715204048,0.11857707509881422,1331,C1
265,A1,0.3369565217391255,309.3,-0.06890850787231645,0.758893280632411,1504,C1
266,A0,0.6521739130434767,311.1,-0.9316316705893005,0.13438735177865613,1678,C1
267,A1,0.18478260869564878,307.7,-1.1523282936099244,0.7351778656126482,1731,C1
268,A0,0.3913043478260789,310.0,-0.44008010113427437,0.18972332015810275,1520,C1
269,A0,0.3478260869565162,309.6,-0.05887684318956068,0.3320158102766798,1502,C1
270,A0,0.8804347826086882,312.7,0.9944479484997806,0.11067193675889328,1576,C1
271,A1,0.6521739130434767,310.5,0.7737513254791571,0.27667984189723316,1365,C1
272,A2,0.36956521739129755,309.6,-0.570491742010098,0.5375494071146245,1654,C1
273,A1,0.7173913043478208,310.8,-0.23944680747916175,0.32806324110671936,1540,C1
274,A1,0.5652173913043441,311.2,2.760020932664772,0.8221343873517786,1270,C4
275,A1,0.7065217391304301,310.7,-0.7610933709824549,0.30039525691699603,1680,C1
276,A1,0.3369565217391255,309.2,-2.2357480793475326,0.8300395256916996,2118,C1
277,A2,0.3913043478260789,310.2,-0.22941514279640599,0.6561264822134387,1532,C1
278,A2,0.8695652173913047,311.3,-0.04884517850680491,0.15019762845849802,1502,C1
279,A2,0.30434782608695343,308.4,0.382516402851687,0.023715415019762844,1515,C1
280,A0,0.9782608695652186,313.6,0.03140813895523986,0.7747035573122529,1489,C1
281,A1,0.4891304347826093,309.7,-1.0921383055133904,0.37154150197628455,1707,C1
282,A2,0.6956521739130395,310.1,-1.0720749761478792,0.2845849802371541,1660,C1
283,A2,0.3369565217391255,307.9,-1.8645764860855742,0.5375494071146245,1948,C1
284,A1,0.9239130434782581,313.1,-2.707236319437047,0.01976284584980237,2497,C2
285,A1,0.1630434782608674,307.9,-0.46014343049978595,0.2845849802371541,1611,C1
286,A1,0.2717391304347814,308.9,-0.6507450594721428,0.10276679841897232,1506,C1
287,A1,0.9239130434782581,313.0,0.23204143261035248,0.15019762845849802,1499,C1
288,A1,0.5978260869565162,310.8,-1.082106640830635,0.5889328063241106,1634,C1
289,A0,0.46739130434782794,309.1,1.5261261766858294,0.37549407114624506,1366,C1
290,A0,0.8043478260869534,310.6,1.1248595893756042,0.023715415019762844,1349,C6
291,A1,0.4999999999999929,311.4,-1.112201634878902,0.6324110671936758,1596,C1
292,A0,0.2391304347826022,308.5,1.0546379365963146,0.023715415019762844,1401,C1
293,A1,0.3913043478260789,310.1,0.2922314207068864,0.691699604743083,1495,C1
294,A2,0.3369565217391255,308.2,-2.025083121009664,0.7826086956521738,1987,C1
295,A2,0.7499999999999929,311.7,0.6533713492860893,0.5810276679841897,1413,C1
296,A1,0.5326086956521721,310.3,1.0947645953273368,0.13438735177865613,1445,C1
297,A2,0.6739130434782581,310.5,0.4326747262654651,0.16996047430830039,1538,C1
298,A1,0.5652173913043441,311.9,-1.16235995829268,0.6245059288537549,1710,C1
299,A1,0.9565217391304373,313.5,0.4627697203137324,0.44664031620553357,1469,C1
300,A0,0.5543478260869534,310.4,-0.3698584483549854,0.08300395256916995,1544,C1
301,A1,0.8804347826086882,311.7,0.23204143261035248,0.7114624505928854,1476,C1
302,A1,0.29347826086956275,308.8,-0.6306817301066312,0.8379446640316205,1610,C1
303,A0,0.2391304347826022,308.5,0.4728013849964882,0.15810276679841895,1484,C1
304,A1,0.3369565217391255,309.3,0.08156646236901802,0.5494071146245059,1549,C1
305,A 1,0.46739130434782794,309.1,-0.07894017255507152,0.32806324110671936,1574,C1
306,A1,0.3913043478260789,310.0,0.11166145641728534,0.32411067193675885,1482,C1
307,A0,0.5108695652173907,309.6,-0.028781849141293357,0.6403162055335968,1573,C1
308,A1,0.4347826086956488,309.1,-1.5335315515546384,0.7391304347826086,1795,C1
309,A1,0.4021739130434767,308.6,0.6433396846033335,0.4426877470355731,1466,C1
310,A0,0.2717391304347814,309.3,-2.436381373002645,0.14229249011857706,2243,C1
311,A0,0.6086956521739069,312.1,0.8640363076239577,0.30039525691699603,1297,C1
312,A0,0.38043478260869534,309.6,-0.811251694396233,0.6600790513833992,1692,C1
313,A0,0.6413043478260789,310.1,-0.5103017539135641,0.14624505928853754,1666,C1
314,A0,0.3260869565217348,307.9,-0.7610933709824549,0.5968379446640316,1609,C1
315,A1,0.5326086956521721,311.6,0.9242262957204916,0.7707509881422925,1372,C1
316,A2,0.5760869565217348,311.7,0.4627697203137324,0.3438735177865612,1427,C1
317,A1,0.45652173913043015,308.7,-2.707236319437047,0.7075098814229248,2549,C2
318,A1,0.19565217391303946,308.2,0.5229597084102664,0.5375494071146245,1427,C1
319,A1,0.3260869565217348,308.9,1.556221170734096,0.40316205533596833,1348,C1
320,A1,0.6847826086956488,311.3,-1.0118849880513456,0.3675889328063241,1706,C1
321,A1,0.28260869565216495,307.7,-0.5103017539135641,0.32806324110671936,1593,C1
322,A1,0.4021739130434767,310.5,-1.2125182817064584,0.22134387351778656,1755,C1
323,A0,0.9347826086956488,313.0,-1.7542281745752621,0.43478260869565216,1901,C1
324,A2,0.28260869565216495,307.7,0.3223264147551537,0.38339920948616596,1464,C1
325,A1,0.9130434782608674,312.7,-0.27957346621018414,0.758893280632411,1572,C1
326,A1,0.9565217391304373,313.1,-0.9115683412237894,0.035573122529644265,1550,C1
327,A1,0.8043478260869534,310.6,-0.570491742010098,0.0,1564,C1
328,A0,0.7282608695652115,310.9,1.556221170734096,0.23320158102766797,1352,C1
329,A2,0.6630434782608603,310.3,0.15178811514830773,0.043478260869565216,1611,C1
330,A0,0.5652173913043441,311.8,1.5361578413685846,0.6600790513833992,1331,C1
331,A2,0.3369565217391255,308.2,0.3524214088034203,0.8142292490118577,1478,C1
